rate,review_text,review_title,source_url,stay_info,trip_type,writer,writer_informations,writer_link,writing_date
5.0,"I didn’t know what to expect, except that I have been told it was very very beautiful. It opens at 8:30 in the morning and I would recommend going at 8:30 in the morning as it was very busy at 10:30 am. The only annoying thing where people who were the staff at the gardens who wouldn’t let you go back five paces because you’d missed looking at something and insisted you had to go round the entire garden until you got back to the beginning again, I’m afraid I just completely ignored them. It was especially annoying when I just wanted to use the bathroom.🤦‍♀️😂 However, the buildings are an incredible blue with yellow and Oka colours and fantastic for taking photos and the assortment of cacti and palm trees and water features are delightful. We actually spent a lot of time looking around and then we had a break and had some tea in the café, and then we discovered we missed a whole section , so we did that as well. Fortunately, we had bought a combine ticket which gave us entry to the bERBER museum,  the YSK  museum as well as the gardens",Glorious gardens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or50-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Dec 2023 • Friends,,Sarah L,"Whaley Bridge, UK,43 contributions",,"Written December 16, 2023"
4.0,"Experiencing the enchanting majorelle garden is undoubtedly a delight,but the prepayment requirement through the internet can be a source of inconvenience for some visitors. I think to go back to on site option could enhance the overall visitor experience,ensuring that the magic of majorelle is accessible to all at any time.",Inherent charms,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or50-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Dec 2023 • Friends,,WanderlustExplorer,7 contributions,,"Written December 15, 2023"
5.0,"Beautiful vibrant colours throughout the garden. Very relaxing feeling inside.  Small shops within. A long queue to get inside, they were allowing a set number of people at a time. A nice stroll through the whole garden took us just over an hour as we stopped for photos many times! 🙃  worth the money and time",Beauty in colours,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or50-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Dec 2023 • Friends,,Blessing09,"Glasgow, UK,69 contributions",,"Written December 7, 2023"
5.0,"The definition of an oasis in the middle of a busy city. Very extensive, beautiful gardens. Interesting, albeit expensive, gift shop. Definitely worth a visit.",Gorgeous gardens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or50-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2023,,soulefultraveler,"Sun City West, AZ,1,973 contributions",,"Written December 7, 2023"
3.0,"We got the combi ticket and visited the Jardin Majorelle, Berber Museum, and Yves Saint Laurent museum. The garden itself was nice, I was slightly underwhelmed as was expecting a little more from the top rated thing to do in Marrakesh. It was so busy it took some of the charm away unfortunately. It's also really unhelpful that you can't buy tickets in person at all anymore, only in advance through the website. Both of the museums were pretty average. The Berber museum didn't have any other language apart from French so we walked around viewing cool looking objects with no idea what they were. The ysl museum was odd, there was a random snake exhibition in the building and only one room dedicated to ysl. Disappointing.",Glad I visited the gardens but wouldn't go again,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or50-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2023 • Couples,,JGMcG,"Newport, UK,309 contributions",,"Written December 6, 2023"
4.0,"We paid for the combined ticket to the Jardin Majorelle/Berber Museum/Yves Saint Lauren exhibition. Definitely book in advance as entry numbers are limited and the attraction is very popular. I enjoyed walking around the gardens but I wouldn’t say they were anything special. Although to someone interested in horticulture I am sure they would find it more interesting. I found the Berber museum most interesting - it gives a great illustration of how Berber culture is quite different to Arabic culture, something I was unaware of before I visited Morocco. I also had no idea that Yves Saint Lauren is considered such an important figure in Marrakech. There is a whole museum devoted to his work next to the Jardin Majorelle - again not particularly to my taste but I am sure that anyone interested in fashion would very much enjoy the exhibition.",Interesting if you like fashion/plants,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or50-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Dec 2023 • Friends,,Jake C,"Greater Manchester, UK,141 contributions",,"Written December 6, 2023"
1.0,Impossible to get in to the gardens or Museum. You MUST buy tickets online ahead of your visit when you have good wifi Outside the museum and garden the website falls over repeatedly at payment stage There were hundreds of frustrated tourists and Moroccans standing outside when we tried to visit who also couldnt make the online ticket system work ! Good luck!!!,Abortive trip to YSL museum and majorelle jardins,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or50-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Dec 2023 • Solo,,Nicola H,1 contribution,,"Written December 5, 2023"
4.0,"First of all, we were impressed by the perfect organisation at the entrance. Tourists queue up in groups divided per reservation time (16/16,30/17...). The personnel uses laser scanners to check the online-bought tickets. At reservation time, hundreds of tourists were checked in and entered the gardens in seconds. The place itself is very beautiful, 'instagrammable' (=aesthetic) and vibrant with colors. What amazed us most was the Pierre Bergé Berber Museum (ticket not included, must be added to the garden's ticket). NOT TO BE MISSED AT ANY COST! The hall with the starry desert night and the Berber women jewels is hypnotic, amazing, jaw-dropping and leaves you speechless. A must-see when in Marrakech.",Amazing experience. Berber Museum additional ticket HIGHLY RECOMMENDED!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or50-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2023 • Friends,,Francesca_L_Urban,"Rome, Italy,165 contributions",,"Written December 4, 2023"
4.0,"A really nice, picturesque place to visit. You’ll need to buy tickets online and book a time slot, it gets really busy, I’d advise arriving around 20-30 mins before your allocated time slot. There are a few different ticket types available, we went for the garden only but you can buy additional tickets for the ysl museum and the Berber museum too. Once you’re in you’re free to spend as much time in there as you’d like, it’s not massive and you can do it all in the space of an hour or so but still worth checking out.","Very picturesque, if you’re into gardening you’ll love this place even more",https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or50-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2023 • Couples,,Zah_ali84,"Edinburgh, UK,172 contributions",,"Written December 2, 2023"
1.0,Digital discrimitation. You are only allowed to buy the tickets through the wesite and you must pay with a credit card. So if you only have cash you are denied entrance because they do not sell tickets.,No visa no ticket,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or60-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2023 • Friends,,arantxa f,1 contribution,,"Written November 29, 2023"
5.0,"Absolutely loved even if i am not a botanist or gardener.  Recommend to buy tickets before and avoid que, as well visit at early morning when there no that much visitors.",Absolutely loved!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or60-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Jan 2023 • Friends,,Liva K,"Riga, Latvia,7 contributions",,"Written November 29, 2023"
5.0,"This is surprisingly more interesting than your typical botanical garden. Besides the bamboos and other plantations, there is a small patch of desert cactus. The arrangement is very nicely done. The most interesting part is the YSL blue building. Every angle could be a picture frame. The striking color contrast can only be made with experienced artistic eyes. We thoroughly enjoyed the visit. Reviewing the photos after the trip gives us even more pleasure.",The amazing YSL garden is a must-see,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or60-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2023 • Friends,,Bing,"Potomac, MD,1 contribution",,"Written November 24, 2023"
4.0,Nicely designed and well maintained garden. It has numerous attractive varieties of cacti.  The Berber cultural museum is located within the garden and is worth a visit. The garden also has a nice cafe.,Worth a visit while in Marrakesh,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or60-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2023 • Couples,,bsingh,"Gandhinagar, India,185 contributions",,"Written November 23, 2023"
5.0,If one like plants and colors then Jardin Majorelle is a must. Booking beforehand is a must because the place is crowded. Too crowed !,The magic of colors,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or60-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2023 • Couples,,ChrisTiane1415,"Geneva, Switzerland,114 contributions",,"Written November 23, 2023"
5.0,"A beautiful garden to visit unless you are really enthusiastic a little bit expensive , should really include the museum but that's an extra so when buying your ticket make sure you buy the museum as well or you will not be allowed in. Where had a 1330 slot had to queue until 1350. Your ticket is only valued for 29 minutes after your designated slots so make sure you're on time.",Lovely garden overpriced.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or60-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2023 • Couples,,Jon,"England, UK,29 contributions",,"Written November 22, 2023"
5.0,"Beautiful gardens, immaculately kept and easy to get around. The gardens themselves are quite small so you could rattle around them quite fast but take your time and enjoy the scenery. Tickets have to be bought online but there is free WiFi outside the gardens so this is easy to do. Get there early (9:00) or so to avoid the crowds. We did this and were allowed in at 8:45 so it was empty. The cafe does some great tea and the shop has lots of good books to buy. If you are very lucky you might even get to see an Influencer in the wild, angrily trying to get a photo/video with no else in the way.",Get there early,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or60-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2023 • Couples,,Hepatacyte,"Northallerton, UK,775 contributions",,"Written November 20, 2023"
